clean_text,final_label,source_langue,pays
انت موسوس روحك مقتلك والو قتلك اصلك ربما تحريت عنه وجدت انك عربي كون عيني كاش حاجة راني قلتهالك متتوسوسش اخي,negative,arabe,algerie
كثرة وليناش نقولو الكلام الطيب ولي يفرح للوالدين تاعنا كون تقول للوالدة تاعك أمي انت الأفضل والأجمل وو,negative,arabe,algerie
الجزائريتقولو اطيني كاش حاجة ميمدلكش تسرقو يقولك لوكان قتلي نمدلك,negative,arabe,algerie
خمم فالمشكل راهو فحياتك دوك شحال يبان تافه خمم فالحاجة راك ديرها ترضي الله سيؤنبك ضميرك ودايمن حنا,negative,arabe,algerie
الجزائر خلاها روطار الشعارات تع قوة ضاربة قوة اقليمية قوة كاش حاجة,negative,arabe,algerie
لقد تم قطع دابر كاش حاجة,negative,arabe,algerie
راك أدخل الجزائر كاش ماتساللها أرواح تخلص ألي ضراتوا كاش حاجة ادخل الجزائر عيشوا حياتكم علاه اتعيشوا حياة الناس,negative,arabe,algerie
المواطن الليبي اللي عايش فالحرب يتمخمخ فالجزائرو الجزائري اللي عايش فالحلم يجري مور شكارة لحليبالمهم الميزيرية,negative,arabe,algerie
والله مرة مرة مرة بوشونة تع كاش حاجةناس مراض,negative,arabe,algerie
مضلموم لدرجة كون نبقى ساكت يقولو راه ساكت خاطر دار كاش حاجة,negative,arabe,algerie
نبعث حاجة كاش تفوت ثواني ميردش علياأنا,negative,arabe,algerie
كاش قال حاجة ضحكتهم اللحظة هاديك بركاونا الدراما يرحم والديكم,negative,arabe,algerie
تخاف تنوض تلقى كاش حاجة الفراش,negative,arabe,algerie
يبحثو برك ِِ مايلقاوش ِ نص لكبير يعيش قليل يتفرج كاش حاجة فليل النهار يرقد,negative,arabe,algerie
قنواتهم يحطولهم العلف والشعب يرعى والله ماعلبالو مهم عاش كاش حاجة,negative,arabe,algerie
ميزيريا وتحيا كاش حاجة,negative,arabe,algerie
ياي انا لكلافي تاعي معرف واش بيه مره يطلق حاجه خايف كاش نهار كشما يطلقلي,negative,arabe,algerie
شوفيلي كاش عركة حاجة نتنمر عليها,negative,arabe,algerie
كاش حاجة تمشي بالمنطق ؟,negative,arabe,algerie
تحلالك الدنيا ، مين يموت قلبك يعني لازم تخسر كاش حاجة باه تعيش مليح ملازمش يكون عندك كلش,negative,arabe,algerie
اليوم تمنراست لتر بنزين دجعين أمقل لتر الفميزيرية تحيا كاش حاجة,negative,arabe,algerie
راك غي تخلط ، اذا كنت صح حقاني تفهم لحكاية وحدك ، اذا بيك كاش حاجة خلاف مانيش لاهيلكم,negative,arabe,algerie
اسمحيلي بصح ماكاش لازم تحليلهم الدصارة تع الفايسبوك الا سحقو كاش حاجة يقولوهالك فالقسم,negative,arabe,algerie
واش خويا أنور؟؟غابة متنقلة؟؟هه ربما كاش مسؤول جاي يدشن كاش حاجة هه,negative,arabe,algerie
هذو نعرفهمكاش حاجه اخرى,negative,arabe,algerie
الله ماعلابالي ،المهم بيتها كاش حاجة خلاص,negative,arabe,algerie
زيارة الكيان الغيت النشاطات الفرح والبهجة مهرجانات ونار تحرق جمدوهم باينة,negative,arabe,algerie
بهذاك المبلغ امنولو كاش حاجة تعاونه احسن,negative,arabe,algerie
رايح جاي تركيا بحكم الأعمال أقول أبعد الشر غنيله بإختصار يكرهو حاجة اسمها,negative,arabe,algerie
انا اؤمن بالجهويةانا جزائرية ولايةفقط وضحتلك انو اصلو دشرةمادام راه يضحك القهويين,negative,arabe,algerie
اعتقد ان تعليق رىيس دولة اخرى لاعلاقة يعتبر وضاعة شخص او تحلاب,negative,arabe,algerie
هه حلب البقر واجب ماوش تحلاب بقرة وشبيك درتي لروحك حكاية وصدقتيها ابداي تروحي معزة,negative,arabe,algerie
هه حقيقتنا الجزائريين ماكاش تحلاب,negative,arabe,algerie
راني نقولك ، لدي الطفلة هوما تحلاب يجوك تروح عندهم,negative,arabe,algerie
راكى تطعنى فى اخلاق الجزائرين يمكن تعرفى لى الأصول جزائرين مكرمين وهذا يشهد عليها,negative,arabe,algerie
وقتما نبغي الفلوس نطاكيك نيشان,negative,arabe,algerie
واه نيشان تزيدهم دارها تعيش بيهم وياه خير ، الناس يبغولكش الخير والديك وخوتك ، تتهلي,negative,arabe,algerie
رواحي شوفي بلي جبتها نيشان,negative,arabe,algerie
الاعلامي حسيت جايب مارسيل غانم او نيشانيا مسطول دارس صحاف,negative,arabe,algerie
نيشان خويا راه غالبني الحمان,negative,arabe,algerie
مابقاش اللعب لهوايشاخدمو خدمتكم نيشان طلعوه للحبس يبطل الإدمان طلقوهالمحكمة ماتنفعش,negative,arabe,algerie
انا حالتي خلاونيش ندخل للبلدية، قالي عطيني البطاقة الوطنية شاف النظام قالي,negative,arabe,algerie
المخاطبة اغبياء يعني التحدث راه نتوما لمتعرفوش مصطلحات ال,negative,arabe,algerie
كتروا بزاف عفسة يدربوا نصف ساعة اوركسترا قريب ساعة دوك هدرة حبوش يسكتوا السلام عليكم,negative,arabe,algerie
خلاص سمفونيات بزاف عليكم,negative,arabe,algerie
السلام عليكم الخير سخانه بزاف الرطوبه,negative,arabe,algerie
مانعرت شكون تحلبلي فالدوار بلي كنت نتريني الجودو,negative,arabe,algerie
هه وش دخل قرايتي موضوع الأول التغريدة جبت ليسانس مازوت المهم,negative,arabe,algerie
مزال عايش داركم ؟؟ وعلاش راك لابس لبسة تع كوافا؟اصرف شويا روحك ؟مزال مادرتش التاويل ؟,negative,arabe,algerie
علامات قلة الأدب شحال تخلص ؟؟ مزال مجبتش ذراري ؟؟واشبيك قاعد عازب قاعدة عازبة؟ واش بيك شينت,negative,arabe,algerie
شحال تحزقو,negative,arabe,algerie
وهران وهران رحتي خسارة,negative,arabe,algerie
شعب الحجرة اعطيني ولاية وحدة راهي مجهزة رياضيا كيما وهران وين نلعبوها تندوف ؟؟,negative,arabe,algerie
امم علاه وهران خير,negative,arabe,algerie
يسمى كاينة وهران ذرك انعلو ابليس ،مازالنا سياسة الإقصاء,negative,arabe,algerie
يڨـول المـالديف الــڨـلب يـڨــول جيجل او بجاية يڨولو دلاعة واڨبض الدار,negative,arabe,algerie
هاا جيجلي باه نلقاك علي حدود جيجل هه,negative,arabe,algerie
صرعونا والله,negative,arabe,algerie
صرعونا بهاذ الموسيقى تع توم وجيري اطلڤ اطلڤ طاحو ليجوندارم دارو لونكات مول الكارزان,negative,arabe,algerie
الخلل تقني لهدر سناك لدرجة صعيب يتحل صرعونا بهذه الاولكسترا الفن الراقي خاطيني,negative,arabe,algerie
يدير الفتنة الله يجيبها راسو ونعل الله ايقضها العاقل الجزائريين او المغاربة يسمع,negative,arabe,algerie
جزائري ولست منهم هادو اعطوك الدروس التهريجية,negative,arabe,algerie
بسبب العاب البحر الأبيض المتوسط هه,negative,arabe,algerie
العاب البحر الابيض المتوسط ، الزوالي فالقلب,negative,arabe,algerie
روح بدل هذاك التريكو راك غامل ايها البريطاني خلاص امرك فاقوا,negative,arabe,algerie
انت قلت عاجل عجول تصله رسالة انا اعطيتك شهادته بفمه تجبدي كتاب غامل؟ وجهك صحيح حبيبنا,negative,arabe,algerie
اوا حركو شوية الاعلام راه غامل,negative,arabe,algerie
هه مسكين يمثل نفسو غامل,negative,arabe,algerie
بلع روح تلعب بعيد غامل,negative,arabe,algerie
عقلهم غامل,negative,arabe,algerie
واقيل راك سكران الملييك,negative,arabe,algerie
شبيه ماتلو واقيل,negative,arabe,algerie
محرز لايت واقيل هذاك صاحبو اللي يظل معاه فاتح كونت,negative,arabe,algerie
هه تحمليهش كامل واقيل,negative,arabe,algerie
متربيتش صبح ربي انا نرخس فيك نتا هارب القدام عجبك الحال واقيل,negative,arabe,algerie
واقيل داها فيك بليدي,negative,arabe,algerie
علابالي فهمت قصدي خويا يوسف هه هدي قاورية واقيل,negative,arabe,algerie
ولادي جبتيهم نتي واقيل,negative,arabe,algerie
عقاب واقيل نهار كمل الماتش ديريكت للدار المدرب قال قلة قيمة للفريق,negative,arabe,algerie
علاه نيجيريا حومة واقيل,negative,arabe,algerie
ماعجبكش كلامو واقيل هه,negative,arabe,algerie
مايتنفسوش واقيل عايشين قدرة,negative,arabe,algerie
واقيل فودن ميعرفش يلعب بفف,negative,arabe,algerie
واقيل اسمو عفسة هكا الادريسي لاعبها تاع دين,negative,arabe,algerie
ياخي حالة ياخي اللي يخموا كيفك عندهم إنفصام بالشخصية يتسمى باباك طبيعته واقيل إرتقوا شوي القاع إمتلاء بالحمقى,negative,arabe,algerie
الارمي الكوري ينوضو لوحدة واقيل ان شاء الله برك يكونو دراهمهم لمخدة عندنا نديرو بيهم,negative,arabe,algerie
واقيل راني نعيي فيك سامحيني سامحيني الازعاج، عنديش الزهر معاك,negative,arabe,algerie
واقيل حسبالكم صح نتونا,negative,arabe,algerie
واقيل راكم بزاف ، سماح امسحوها فيا وصاي,negative,arabe,algerie
واقيل اللي نعوم,negative,arabe,algerie
وجعاتك الحقيقة واقيل ؟,negative,arabe,algerie
نسيت روحك واقيل,negative,arabe,algerie
تحلاب برك واقيل,negative,arabe,algerie
